Title,Sample Code,Type,ID,Provider,Tags,License
HydroATLAS BasinAtlas : BasinATLAS_v10_lev02,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROATLAS,table,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HydroAtlas/BasinAtlas/BasinATLAS_v10_lev02,Linke et al and Lehner et al,"water,hydrology, lakes, global lake surface, discharge, depth, volume, area, hydrolakes, hydrobasins, hydrorivers",Creative Commons Attribution 4.0 International
HydroATLAS BasinAtlas : BasinATLAS_v10_lev03,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROATLAS,table,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HydroAtlas/BasinAtlas/BasinATLAS_v10_lev03,Linke et al and Lehner et al,"water,hydrology, lakes, global lake surface, discharge, depth, volume, area, hydrolakes, hydrobasins, hydrorivers",Creative Commons Attribution 4.0 International
HydroATLAS BasinAtlas : BasinATLAS_v10_lev04,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROATLAS,table,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HydroAtlas/BasinAtlas/BasinATLAS_v10_lev04,Linke et al and Lehner et al,"water,hydrology, lakes, global lake surface, discharge, depth, volume, area, hydrolakes, hydrobasins, hydrorivers",Creative Commons Attribution 4.0 International
HydroATLAS BasinAtlas : BasinATLAS_v10_lev05,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROATLAS,table,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HydroAtlas/BasinAtlas/BasinATLAS_v10_lev05,Linke et al and Lehner et al,"water,hydrology, lakes, global lake surface, discharge, depth, volume, area, hydrolakes, hydrobasins, hydrorivers",Creative Commons Attribution 4.0 International
HydroATLAS BasinAtlas : BasinATLAS_v10_lev06,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROATLAS,table,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HydroAtlas/BasinAtlas/BasinATLAS_v10_lev06,Linke et al and Lehner et al,"water,hydrology, lakes, global lake surface, discharge, depth, volume, area, hydrolakes, hydrobasins, hydrorivers",Creative Commons Attribution 4.0 International
HydroATLAS BasinAtlas : BasinATLAS_v10_lev07,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROATLAS,table,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HydroAtlas/BasinAtlas/BasinATLAS_v10_lev07,Linke et al and Lehner et al,"water,hydrology, lakes, global lake surface, discharge, depth, volume, area, hydrolakes, hydrobasins, hydrorivers",Creative Commons Attribution 4.0 International
HydroATLAS BasinAtlas : BasinATLAS_v10_lev08,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROATLAS,table,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HydroAtlas/BasinAtlas/BasinATLAS_v10_lev08,Linke et al and Lehner et al,"water,hydrology, lakes, global lake surface, discharge, depth, volume, area, hydrolakes, hydrobasins, hydrorivers",Creative Commons Attribution 4.0 International
HydroATLAS BasinAtlas : BasinATLAS_v10_lev09,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROATLAS,table,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HydroAtlas/BasinAtlas/BasinATLAS_v10_lev09,Linke et al and Lehner et al,"water,hydrology, lakes, global lake surface, discharge, depth, volume, area, hydrolakes, hydrobasins, hydrorivers",Creative Commons Attribution 4.0 International
HydroATLAS BasinAtlas : BasinATLAS_v10_lev10,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROATLAS,table,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HydroAtlas/BasinAtlas/BasinATLAS_v10_lev10,Linke et al and Lehner et al,"water,hydrology, lakes, global lake surface, discharge, depth, volume, area, hydrolakes, hydrobasins, hydrorivers",Creative Commons Attribution 4.0 International
HydroATLAS BasinAtlas : BasinATLAS_v10_lev11,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROATLAS,table,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HydroAtlas/BasinAtlas/BasinATLAS_v10_lev11,Linke et al and Lehner et al,"water,hydrology, lakes, global lake surface, discharge, depth, volume, area, hydrolakes, hydrobasins, hydrorivers",Creative Commons Attribution 4.0 International
HydroATLAS BasinAtlas : BasinATLAS_v10_lev12,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROATLAS,table,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HydroAtlas/BasinAtlas/BasinATLAS_v10_lev12,Linke et al and Lehner et al,"water,hydrology, lakes, global lake surface, discharge, depth, volume, area, hydrolakes, hydrobasins, hydrorivers",Creative Commons Attribution 4.0 International
HydroATLAS HydroAtlas : RiverAtlas_v10,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROATLAS,table,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HydroAtlas/RiverAtlas_v10,Linke et al and Lehner et al,"water,hydrology, lakes, global lake surface, discharge, depth, volume, area, hydrolakes, hydrobasins, hydrorivers",Creative Commons Attribution 4.0 International
HydroATLAS LakeAtlas : LakeAtlas_v10_point,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROATLAS,table,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HydroAtlas/LakeAtlas/LakeAtlas_v10_point,Linke et al and Lehner et al,"water,hydrology, lakes, global lake surface, discharge, depth, volume, area, hydrolakes, hydrobasins, hydrorivers",Creative Commons Attribution 4.0 International
HydroATLAS LakeAtlas : LakeAtlas_v10_polygon,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROATLAS,table,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HydroAtlas/LakeAtlas/LakeAtlas_v10_polygon,Linke et al and Lehner et al,"water,hydrology, lakes, global lake surface, discharge, depth, volume, area, hydrolakes, hydrobasins, hydrorivers",Creative Commons Attribution 4.0 International
HYDROGRAPHY90: base-network-layers_depression,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROGRAPHY90-BASE-NETWORK,image_collection,projects/sat-io/open-datasets/HYDROGRAPHY90/base-network-layers/depression,Amatulli et al. (2022),"Hydrology, Hydrography, Slope, Channel, Stream, Runoff, Flow accumulation, Flow direction",Creative Commons Attribution Non Commercial 4.0 International
HYDROGRAPHY90: base-network-layers_drainage_basin,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROGRAPHY90-BASE-NETWORK,image_collection,projects/sat-io/open-datasets/HYDROGRAPHY90/base-network-layers/drainage_basin,Amatulli et al. (2022),"Hydrology, Hydrography, Slope, Channel, Stream, Runoff, Flow accumulation, Flow direction",Creative Commons Attribution Non Commercial 4.0 International
HYDROGRAPHY90: base-network-layers_flow_accumulation,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROGRAPHY90-BASE-NETWORK,image_collection,projects/sat-io/open-datasets/HYDROGRAPHY90/base-network-layers/flow_accumulation,Amatulli et al. (2022),"Hydrology, Hydrography, Slope, Channel, Stream, Runoff, Flow accumulation, Flow direction",Creative Commons Attribution Non Commercial 4.0 International
HYDROGRAPHY90: base-network-layers_flow_direction,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROGRAPHY90-BASE-NETWORK,image_collection,projects/sat-io/open-datasets/HYDROGRAPHY90/base-network-layers/flow_direction,Amatulli et al. (2022),"Hydrology, Hydrography, Slope, Channel, Stream, Runoff, Flow accumulation, Flow direction",Creative Commons Attribution Non Commercial 4.0 International
HYDROGRAPHY90: base-network-layers_outlet,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROGRAPHY90-BASE-NETWORK,image_collection,projects/sat-io/open-datasets/HYDROGRAPHY90/base-network-layers/outlet,Amatulli et al. (2022),"Hydrology, Hydrography, Slope, Channel, Stream, Runoff, Flow accumulation, Flow direction",Creative Commons Attribution Non Commercial 4.0 International
HYDROGRAPHY90: base-network-layers_regional_unit,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROGRAPHY90-BASE-NETWORK,image_collection,projects/sat-io/open-datasets/HYDROGRAPHY90/base-network-layers/regional_unit,Amatulli et al. (2022),"Hydrology, Hydrography, Slope, Channel, Stream, Runoff, Flow accumulation, Flow direction",Creative Commons Attribution Non Commercial 4.0 International
HYDROGRAPHY90: base-network-layers_segment,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROGRAPHY90-BASE-NETWORK,image_collection,projects/sat-io/open-datasets/HYDROGRAPHY90/base-network-layers/segment,Amatulli et al. (2022),"Hydrology, Hydrography, Slope, Channel, Stream, Runoff, Flow accumulation, Flow direction",Creative Commons Attribution Non Commercial 4.0 International
HYDROGRAPHY90: base-network-layers_sub_catchment,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROGRAPHY90-BASE-NETWORK,image_collection,projects/sat-io/open-datasets/HYDROGRAPHY90/base-network-layers/sub_catchment,Amatulli et al. (2022),"Hydrology, Hydrography, Slope, Channel, Stream, Runoff, Flow accumulation, Flow direction",Creative Commons Attribution Non Commercial 4.0 International
HYDROGRAPHY90: flow_index_cti,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROGRAPHY90-FLOW-INDEX,image_collection,projects/sat-io/open-datasets/HYDROGRAPHY90/flow_index/cti,Amatulli et al. (2022),"Hydrology, Hydrography, Slope, Channel, Stream, Runoff, Flow accumulation, Flow direction",Creative Commons Attribution Non Commercial 4.0 International
HYDROGRAPHY90: flow_index_spi,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROGRAPHY90-FLOW-INDEX,image_collection,projects/sat-io/open-datasets/HYDROGRAPHY90/flow_index/spi,Amatulli et al. (2022),"Hydrology, Hydrography, Slope, Channel, Stream, Runoff, Flow accumulation, Flow direction",Creative Commons Attribution Non Commercial 4.0 International
HYDROGRAPHY90: flow_index_sti,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROGRAPHY90-FLOW-INDEX,image_collection,projects/sat-io/open-datasets/HYDROGRAPHY90/flow_index/sti,Amatulli et al. (2022),"Hydrology, Hydrography, Slope, Channel, Stream, Runoff, Flow accumulation, Flow direction",Creative Commons Attribution Non Commercial 4.0 International
HYDROGRAPHY90: stream-channel_channel_curv_cel,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROGRAPHY90-STREAM-CHANNEL,image_collection,projects/sat-io/open-datasets/HYDROGRAPHY90/stream-channel/channel_curv_cel,Amatulli et al. (2022),"Hydrology, Hydrography, Slope, Channel, Stream, Runoff, Flow accumulation, Flow direction",Creative Commons Attribution Non Commercial 4.0 International
HYDROGRAPHY90: stream-channel_channel_dist_dw_seg,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROGRAPHY90-STREAM-CHANNEL,image_collection,projects/sat-io/open-datasets/HYDROGRAPHY90/stream-channel/channel_dist_dw_seg,Amatulli et al. (2022),"Hydrology, Hydrography, Slope, Channel, Stream, Runoff, Flow accumulation, Flow direction",Creative Commons Attribution Non Commercial 4.0 International
HYDROGRAPHY90: stream-channel_channel_dist_up_cel,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROGRAPHY90-STREAM-CHANNEL,image_collection,projects/sat-io/open-datasets/HYDROGRAPHY90/stream-channel/channel_dist_up_cel,Amatulli et al. (2022),"Hydrology, Hydrography, Slope, Channel, Stream, Runoff, Flow accumulation, Flow direction",Creative Commons Attribution Non Commercial 4.0 International
HYDROGRAPHY90: stream-channel_channel_dist_up_seg,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROGRAPHY90-STREAM-CHANNEL,image_collection,projects/sat-io/open-datasets/HYDROGRAPHY90/stream-channel/channel_dist_up_seg,Amatulli et al. (2022),"Hydrology, Hydrography, Slope, Channel, Stream, Runoff, Flow accumulation, Flow direction",Creative Commons Attribution Non Commercial 4.0 International
HYDROGRAPHY90: stream-channel_channel_elv_dw_cel,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROGRAPHY90-STREAM-CHANNEL,image_collection,projects/sat-io/open-datasets/HYDROGRAPHY90/stream-channel/channel_elv_dw_cel,Amatulli et al. (2022),"Hydrology, Hydrography, Slope, Channel, Stream, Runoff, Flow accumulation, Flow direction",Creative Commons Attribution Non Commercial 4.0 International
HYDROGRAPHY90: stream-channel_channel_elv_dw_seg,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROGRAPHY90-STREAM-CHANNEL,image_collection,projects/sat-io/open-datasets/HYDROGRAPHY90/stream-channel/channel_elv_dw_seg,Amatulli et al. (2022),"Hydrology, Hydrography, Slope, Channel, Stream, Runoff, Flow accumulation, Flow direction",Creative Commons Attribution Non Commercial 4.0 International
HYDROGRAPHY90: stream-channel_channel_elv_up_cel,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROGRAPHY90-STREAM-CHANNEL,image_collection,projects/sat-io/open-datasets/HYDROGRAPHY90/stream-channel/channel_elv_up_cel,Amatulli et al. (2022),"Hydrology, Hydrography, Slope, Channel, Stream, Runoff, Flow accumulation, Flow direction",Creative Commons Attribution Non Commercial 4.0 International
HYDROGRAPHY90: stream-channel_channel_elv_up_seg,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:hydrology/HYDROGRAPHY90-STREAM-CHANNEL,image_collection,projects/sat-io/open-datasets/HYDROGRAPHY90/stream-channel/channel_elv_up_seg,Amatulli et al. (2022),"Hydrology, Hydrography, Slope, Channel, Stream, Runoff, Flow accumulation, Flow direction",Creative Commons Attribution Non Commercial 4.0 International
